,Unnamed: 0,nodes,id,avg_avg_fit,min_best_fit,max_best_fit,avg_best_fit,num_edges,two_cycles,long_cycles,strongly_connected
0,0,3,9,1.9658666666666664,2.0,2.0,2.0,4,1,1,True
1,1,3,1,1.9802666666666664,2.0,2.0,2.0,2,0,0,False
2,2,3,6,1.9781333333333333,2.0,2.0,2.0,3,0,1,True
3,3,3,4,1.9821333333333333,2.0,2.0,2.0,3,0,0,False
4,4,3,10,1.9725333333333328,2.0,2.0,2.0,4,1,0,False
5,5,3,8,1.9925333333333333,2.0,2.0,2.0,4,2,0,True
6,6,3,7,1.955733333333333,2.0,2.0,2.0,4,1,0,False
7,7,3,2,1.9837333333333331,2.0,2.0,2.0,2,0,0,False
8,8,3,0,1.9704,2.0,2.0,2.0,2,0,0,False
9,9,3,11,1.9805333333333333,2.0,2.0,2.0,5,2,1,True
10,10,3,12,1.9624,2.0,2.0,2.0,6,3,2,True
11,11,3,5,1.9616,2.0,2.0,2.0,3,1,0,False
12,12,3,3,1.979733333333333,2.0,2.0,2.0,3,1,0,False
