,Unnamed: 0,nodes,id,avg_avg_fit,min_best_fit,max_best_fit,avg_best_fit,num_edges,two_cycles,long_cycles,strongly_connected
0,0,13,302,1.9681846153846152,2.0,2.0,2.0,86,23,1244668,True
1,1,13,26,1.9721846153846156,2.0,2.0,2.0,79,23,385572,True
2,2,13,163,1.9733538461538465,2.0,2.0,2.0,86,22,1136890,True
3,3,13,350,1.9724923076923075,2.0,2.0,2.0,81,22,477268,True
4,4,13,417,1.9569846153846155,2.0,2.0,2.0,82,22,677715,True
5,5,13,293,1.9630769230769232,1.984615384615385,2.0,1.9969230769230768,83,23,782963,True
6,6,13,32,1.958953846153846,1.9692307692307691,2.0,1.9953846153846155,87,22,859541,True
7,7,13,20,1.9448,2.0,2.0,2.0,81,24,245159,True
8,8,13,490,1.9558769230769228,1.984615384615385,2.0,1.9984615384615383,80,19,496252,True
9,9,13,100,1.9623384615384607,2.0,2.0,2.0,84,21,578922,True
10,10,13,421,1.9603692307692304,2.0,2.0,2.0,82,26,514704,True
11,11,13,50,1.9598769230769235,2.0,2.0,2.0,84,25,939985,True
12,12,13,174,1.9681230769230769,2.0,2.0,2.0,80,22,398372,True
13,13,13,290,1.9552615384615384,1.984615384615385,2.0,1.9984615384615383,76,13,526466,True
14,14,13,52,1.9648615384615384,2.0,2.0,2.0,87,23,1057154,True
15,15,13,405,1.975692307692308,1.984615384615385,2.0,1.9969230769230768,79,20,659493,True
16,16,13,427,1.967630769230769,1.984615384615385,2.0,1.9984615384615383,78,22,257712,True
17,17,13,267,1.9533538461538464,2.0,2.0,2.0,81,19,767699,True
18,18,13,435,1.9740923076923076,1.984615384615385,2.0,1.9984615384615383,80,23,268885,True
19,19,13,300,1.958646153846154,2.0,2.0,2.0,82,20,857571,True
20,20,13,307,1.967630769230769,1.984615384615385,2.0,1.9984615384615383,86,22,711131,True
21,21,13,236,1.9708307692307687,1.984615384615385,2.0,1.9984615384615383,80,23,405416,True
