,nodes,id,avg_avg_fit,min_best_fit,max_best_fit,avg_best_fit
0,12,462,1.9614666666666665,2.0,2.0,2.0
1,12,24,1.9600000000000002,1.9666666666666666,2.0,1.9966666666666668
2,12,279,1.9642666666666666,1.9833333333333334,2.0,1.9983333333333335
3,12,90,1.9608666666666668,2.0,2.0,2.0
4,12,11,1.9750000000000003,1.9833333333333334,2.0,1.9983333333333335
5,12,438,1.9762000000000004,1.9833333333333334,2.0,1.9983333333333335
6,12,229,1.971666666666667,2.0,2.0,2.0
7,12,83,1.954,2.0,2.0,2.0
8,12,144,1.9645333333333332,2.0,2.0,2.0
9,12,139,1.9629333333333339,2.0,2.0,2.0
10,12,95,1.9768666666666668,1.9833333333333334,2.0,1.9983333333333335
11,12,336,1.9504666666666666,2.0,2.0,2.0
12,12,482,1.957733333333333,1.9833333333333334,2.0,1.9983333333333335
13,12,94,1.9568,2.0,2.0,2.0
14,12,476,1.9695999999999998,2.0,2.0,2.0
15,12,327,1.9696000000000002,2.0,2.0,2.0
16,12,295,1.9701999999999997,2.0,2.0,2.0
17,12,447,1.9548666666666665,2.0,2.0,2.0
18,12,71,1.9714666666666667,2.0,2.0,2.0
19,12,68,1.9549333333333336,2.0,2.0,2.0
20,12,330,1.9611333333333334,2.0,2.0,2.0
21,12,340,1.9665333333333337,1.9833333333333334,2.0,1.9983333333333335
22,12,121,1.9636666666666667,1.9833333333333334,2.0,1.9983333333333335
23,12,179,1.9599333333333333,2.0,2.0,2.0
24,12,1,1.9450000000000003,1.9833333333333334,2.0,1.9983333333333335
25,12,374,1.9662000000000002,1.9833333333333334,2.0,1.9966666666666668
26,12,89,1.9542666666666668,2.0,2.0,2.0
27,12,66,1.9638000000000002,2.0,2.0,2.0
28,12,79,1.9497333333333333,1.9666666666666666,2.0,1.9966666666666668
29,12,192,1.9719333333333335,1.9833333333333334,2.0,1.9983333333333335
30,12,437,1.9678666666666669,2.0,2.0,2.0
31,12,492,1.9448666666666672,1.9833333333333334,2.0,1.9983333333333335
32,12,197,1.9646000000000001,2.0,2.0,2.0
33,12,491,1.9758,1.9833333333333334,2.0,1.9983333333333335
34,12,305,1.9634666666666667,2.0,2.0,2.0
35,12,117,1.9693999999999998,2.0,2.0,2.0
36,12,108,1.9705333333333335,2.0,2.0,2.0
37,12,345,1.9718000000000004,2.0,2.0,2.0
38,12,119,1.9640666666666668,2.0,2.0,2.0
39,12,23,1.9739333333333335,2.0,2.0,2.0
40,12,47,1.9558666666666666,2.0,2.0,2.0
41,12,408,1.9600000000000002,1.9833333333333334,2.0,1.9966666666666668
42,12,37,1.9462666666666668,1.9666666666666666,2.0,1.9949999999999999
43,12,101,1.9711333333333336,2.0,2.0,2.0
44,12,124,1.9642666666666666,1.9666666666666666,2.0,1.9966666666666668
45,12,458,1.9731333333333336,1.9833333333333334,2.0,1.9983333333333335
46,12,277,1.9712,2.0,2.0,2.0
47,12,488,1.9520666666666666,2.0,2.0,2.0
48,12,258,1.962333333333333,2.0,2.0,2.0
49,12,177,1.9546,1.9833333333333334,2.0,1.9983333333333335
50,12,453,1.9788666666666668,2.0,2.0,2.0
51,12,118,1.9661333333333335,2.0,2.0,2.0
52,12,260,1.961733333333333,1.9833333333333334,2.0,1.9983333333333335
53,12,368,1.9609999999999999,1.9833333333333334,2.0,1.9983333333333335
54,12,297,1.9697333333333333,2.0,2.0,2.0
55,12,59,1.9722000000000002,2.0,2.0,2.0
56,12,456,1.9683333333333337,2.0,2.0,2.0
57,12,254,1.9660666666666669,1.9666666666666666,2.0,1.9966666666666668
58,12,189,1.9604666666666666,2.0,2.0,2.0
59,12,334,1.9508000000000003,1.9833333333333334,2.0,1.9983333333333335
60,12,249,1.9587333333333334,1.9833333333333334,2.0,1.9983333333333335
61,12,382,1.9533333333333336,1.9833333333333334,2.0,1.9983333333333335
62,12,214,1.9648666666666668,2.0,2.0,2.0
63,12,265,1.9454,2.0,2.0,2.0
64,12,129,1.9675333333333334,1.9833333333333334,2.0,1.9933333333333334
65,12,365,1.9704000000000002,2.0,2.0,2.0
66,12,287,1.9562666666666666,2.0,2.0,2.0
67,12,317,1.9747333333333337,1.9833333333333334,2.0,1.9983333333333335
68,12,169,1.9511333333333334,2.0,2.0,2.0
69,12,242,1.9577333333333335,2.0,2.0,2.0
70,12,300,1.9640666666666668,1.9833333333333334,2.0,1.9983333333333335
71,12,143,1.9492666666666665,1.95,2.0,1.9949999999999999
72,12,135,1.9640000000000004,1.9833333333333334,2.0,1.9983333333333335
73,12,48,1.9503333333333337,2.0,2.0,2.0
74,12,308,1.9522,2.0,2.0,2.0
75,12,267,1.9416666666666669,2.0,2.0,2.0
76,12,141,1.9661333333333335,2.0,2.0,2.0
77,12,31,1.9611333333333334,2.0,2.0,2.0
78,12,296,1.9756,1.9833333333333334,2.0,1.9983333333333335
79,12,315,1.9631333333333338,2.0,2.0,2.0
80,12,436,1.967666666666667,2.0,2.0,2.0
81,12,422,1.9790666666666668,2.0,2.0,2.0
82,12,84,1.958466666666667,2.0,2.0,2.0
83,12,466,1.9514,2.0,2.0,2.0
84,12,380,1.9724666666666668,2.0,2.0,2.0
85,12,399,1.9690666666666665,2.0,2.0,2.0
86,12,394,1.9698666666666669,1.9833333333333334,2.0,1.9983333333333335
87,12,92,1.9772000000000005,2.0,2.0,2.0
88,12,403,1.9633333333333334,1.9833333333333334,2.0,1.9983333333333335
89,12,226,1.9688000000000003,2.0,2.0,2.0
90,12,359,1.9603333333333335,2.0,2.0,2.0
91,12,347,1.9567333333333337,2.0,2.0,2.0
92,12,472,1.9598000000000002,1.9833333333333334,2.0,1.9966666666666668
93,12,198,1.9546,2.0,2.0,2.0
94,12,165,1.9720000000000002,1.9833333333333334,2.0,1.9949999999999999
95,12,377,1.9647333333333337,1.9833333333333334,2.0,1.9983333333333335
96,12,376,1.9469999999999998,1.9833333333333334,2.0,1.9949999999999999
97,12,280,1.9596666666666667,1.9833333333333334,2.0,1.9966666666666668
98,12,41,1.9568666666666665,2.0,2.0,2.0
99,12,314,1.9760666666666666,2.0,2.0,2.0
100,12,9,1.972,2.0,2.0,2.0
101,12,65,1.9682666666666666,2.0,2.0,2.0
102,12,195,1.9676000000000002,2.0,2.0,2.0
103,12,173,1.9704666666666664,1.9833333333333334,2.0,1.9983333333333335
104,12,386,1.9478666666666669,2.0,2.0,2.0
105,12,354,1.9532666666666667,2.0,2.0,2.0
106,12,310,1.9564,1.9833333333333334,2.0,1.9983333333333335
107,12,222,1.9593999999999998,2.0,2.0,2.0
108,12,218,1.9669333333333334,1.9833333333333334,2.0,1.9983333333333335
109,12,191,1.9662666666666666,2.0,2.0,2.0
110,12,182,1.9615333333333336,1.9833333333333334,2.0,1.9983333333333335
111,12,417,1.9662666666666666,1.9833333333333334,2.0,1.9983333333333335
112,12,172,1.962466666666667,1.9833333333333334,2.0,1.9983333333333335
113,12,421,1.9606000000000001,1.9833333333333334,2.0,1.9966666666666668
114,12,413,1.9768666666666668,2.0,2.0,2.0
