,Unnamed: 0,nodes,id,avg_avg_fit,min_best_fit,max_best_fit,avg_best_fit,prop_fit_enough,avg_peak_sd,prop_together,num_edges,two_cycles,long_cycles,strongly_connected
0,0,10,122,2.7303360104305296,2.6449689607729066,7.904958135424082,4.6129387714418515,0.0,0.0,0.0,21,2,13,False
1,1,10,173,2.4509877042502164,3.0498862380416067,8.388772357218222,4.6701710135860495,0.0,0.0,0.0,22,4,4,False
2,2,10,400,2.835752349884966,3.7872984898568864,7.528165746040129,4.9548364844826125,0.0,0.0,0.0,22,5,11,False
3,3,10,139,2.825115663104273,4.075302432085813,6.305866223842687,5.0437267890195,0.0,0.0,0.0,21,3,7,False
4,4,10,54,2.259881201210091,2.7092707348863727,5.186170585756837,4.144155542476775,0.0,0.0,0.0,23,5,8,False
5,5,10,372,2.5981914381761517,2.011405898536783,6.534965405989324,4.501288074328492,0.0,0.0,0.0,20,2,0,False
6,6,10,67,3.1644578368363474,3.272832959751355,8.034980643876537,5.5979152919137105,0.0,0.0,0.0,21,7,4,False
7,7,10,482,2.5022337297462767,2.734377240893098,6.660035225855314,4.5861653755418965,0.0,0.0,0.0,22,2,11,False
8,8,10,185,3.531350509580017,5.2103225085653415,7.425190322130906,6.34669076619877,0.0,0.0,0.0,21,2,4,False
9,9,10,75,2.6268447207782044,2.7946773296368432,7.53377265425246,4.965198466966082,0.0,0.0,0.0,21,6,2,False
10,10,10,404,2.450368206986985,2.9097589882985555,5.767822916012842,4.406788812063168,0.0,0.0,0.0,20,3,2,False
11,11,10,146,2.6621400713591443,3.1447062129503247,6.529514827455182,5.072158819320018,0.0,0.0,0.0,22,4,12,False
12,12,10,222,2.023185177422909,2.4727566441810054,5.336942499321428,3.4083069703584976,0.0,0.0,0.0,21,2,5,False
13,13,10,274,2.1895332429811374,2.690000330106173,5.287583038359196,3.9726608300787767,0.0,0.0,0.0,22,4,1,False
14,14,10,258,2.6456079672166903,2.961186343090454,6.0819995812275875,4.619280278352603,0.0,0.0,0.0,23,5,20,False
15,15,10,467,3.1544124234439836,3.4095304984840498,8.472272430687267,5.777524102041771,0.0,0.0,0.0,18,4,7,False
16,16,10,411,2.834827964985956,3.735311395214598,6.3236903326884875,5.005981448609549,0.0,0.0,0.0,22,5,5,False
17,17,10,155,2.2954545895516376,2.535926466510693,6.128410790916868,4.248073623152721,0.0,0.0,0.0,21,2,12,False
