,Unnamed: 0,nodes,id,avg_avg_fit,min_best_fit,max_best_fit,avg_best_fit,prop_fit_enough,avg_peak_sd,prop_together,num_edges,two_cycles,long_cycles,strongly_connected
0,0,3,8,7.406662719281759,8.901123121747576,15.770253054162195,12.24851663742403,0.5,0.3662034923583435,1.0,4,2,0,True
1,1,3,1,1.6912430977317243,1.7874477505042676,3.0104996696763684,2.357541614451925,0.0,0.0,0.0,2,0,0,False
2,2,3,3,5.943120161933957,6.900261101995591,11.542927750428483,9.704185339818428,0.0,0.0,0.0,3,1,0,False
3,3,3,6,4.872717657067915,2.7697497674329346,10.753622004818112,7.950340638735278,0.0,0.0,0.0,3,0,1,True
4,4,3,0,1.4255595609392024,1.9669737917582668,2.621203575898356,2.337115496222885,0.0,0.0,0.0,2,0,0,False
5,5,3,11,9.1130416686352,8.876823337934729,17.050880990314244,13.65787816429933,0.7,0.44138764695337496,1.0,5,2,1,True
6,6,3,7,6.607102659756459,8.751586614141809,12.52617510286438,10.893613812335891,0.2,0.2156578008658137,0.0,4,1,0,False
7,7,3,9,5.893663466232853,2.2553573705497687,12.77737777821497,9.55551573540609,0.2,0.2954568304562419,0.0,4,1,1,True
8,8,3,12,9.219033455520982,11.788500872001155,17.993728942512092,15.070133530461025,0.9,0.37162944448001506,1.0,6,3,2,True
9,9,3,4,1.5893750792502046,1.974989228663008,2.762108758683956,2.384406349494688,0.0,0.0,0.0,3,0,0,False
10,10,3,5,3.7365472756579434,2.0544876272688115,8.754558759526482,6.044401835576434,0.0,0.0,0.0,3,1,0,False
11,11,3,2,1.3684077811215547,1.755832060080493,2.407136866668305,2.1753095682328967,0.0,0.0,0.0,2,0,0,False
12,12,3,10,4.230861114322137,5.128729818974216,8.868219450072457,7.296205960353188,0.0,0.0,0.0,4,1,0,False
