,Unnamed: 0,nodes,id,avg_avg_fit,min_best_fit,max_best_fit,avg_best_fit,prop_fit_enough,avg_peak_sd,prop_together,num_edges,two_cycles,long_cycles,strongly_connected
0,0,11,448,3.062416672215814,3.8811837525169186,7.1491301960932105,5.970339274721738,0.0,0.0,0.0,35,9,102,True
1,1,11,153,2.9119716768549404,3.6775126024156983,7.169130200035428,5.48909282804034,0.0,0.0,0.0,40,5,879,False
2,2,11,238,3.3874330899067986,4.039467636530855,7.994940560146648,6.299696130062455,0.0,0.0,0.0,40,7,503,True
3,3,11,247,2.9040051432576584,3.7089653737550736,6.1619371493119335,4.897008316868465,0.0,0.0,0.0,39,4,174,True
4,4,11,461,2.7696809350061,4.955041212592443,6.2309334426363465,5.567564652760135,0.0,0.0,0.0,38,6,534,True
5,5,11,279,3.3705157729823285,3.4262890629398544,8.197243375834454,5.687434936114211,0.0,0.0,0.0,36,7,120,False
6,6,11,59,2.7938848708185207,3.8797023013214593,9.07859087064553,5.667982022225723,0.0,0.0,0.0,40,4,758,True
7,7,11,197,3.301413391481701,5.054114636443413,7.664512666461759,6.09187867002578,0.0,0.0,0.0,38,10,235,True
8,8,11,286,2.9535261181300947,4.194500834690281,7.114458038104812,5.3388418328079,0.0,0.0,0.0,36,10,306,True
9,9,11,242,3.0469869819496167,4.013497628751152,6.026846488626143,5.476015296115618,0.0,0.0,0.0,35,5,316,True
10,10,11,341,3.4784536607009064,4.3442035573667495,8.350041089797076,6.34281049854341,0.0,0.0,0.0,36,9,161,True
11,11,11,283,2.9329630208537982,4.09544494568451,7.563311038713333,5.769702831885993,0.0,0.0,0.0,39,8,719,True
12,12,11,15,3.501814300166868,3.7977722553609694,8.674748428829313,6.353360292694387,0.0,0.0,0.0,41,7,918,True
13,13,11,328,2.6510790511510622,4.154115551926597,6.059934713532293,4.970962673772533,0.0,0.0,0.0,39,11,250,False
14,14,11,414,3.1247382168467683,4.321480599904232,8.246937947215061,5.739940097546777,0.0,0.0,0.0,39,10,542,True
15,15,11,117,2.773017281547149,3.5965731246257104,7.199448188918987,4.836519052996662,0.0,0.0,0.0,37,6,693,True
16,16,11,391,2.6527999542112566,3.699331423766552,6.7030978658708475,5.001037631777477,0.0,0.0,0.0,35,5,316,True
17,17,11,225,3.1447505738451165,3.7755543185493705,7.173404580216157,5.797853664420513,0.0,0.0,0.0,37,4,133,False
18,18,11,53,3.1090772810338168,4.594767141367799,6.676049546243192,5.736391055087696,0.0,0.0,0.0,38,10,175,False
19,19,11,481,3.687733799644138,5.188082549667159,8.662684569917529,6.609347624123231,0.0,0.0,0.0,36,5,125,False
20,20,11,372,4.034946324664995,4.880946711366236,12.27847425663744,7.192703494201251,0.1,0.3363351995758482,0.0,39,7,279,True
21,21,11,289,3.1092235861184196,3.8241007503589435,7.922917862956318,5.660239785250655,0.0,0.0,0.0,40,10,626,True
22,22,11,496,3.2383381119216472,4.6192116964363255,7.556291723215855,5.869767223026591,0.0,0.0,0.0,34,9,195,True
23,23,11,91,2.8018777691358308,3.5854045913452945,7.4436906686253534,5.1278666572400935,0.0,0.0,0.0,36,5,434,True
24,24,11,236,2.9610913897116307,4.026031752877207,8.000096389427197,5.932656627614376,0.0,0.0,0.0,36,4,506,True
25,25,11,267,3.2604337875030147,3.4308398753291494,8.295983023627736,5.792431970978996,0.0,0.0,0.0,37,5,168,False
26,26,11,204,2.768785621524496,4.1831441912372345,8.38539780720202,5.507865352065269,0.0,0.0,0.0,38,8,285,False
27,27,11,495,3.4620647837133665,3.8305751591590638,7.4152538522041205,5.889680450063064,0.0,0.0,0.0,36,9,196,True
28,28,11,200,3.0296218687493783,3.694041058746576,7.312893977616826,5.836134545223421,0.0,0.0,0.0,40,9,770,True
29,29,11,94,2.9891674294724364,4.050564838207984,7.3903766845998655,5.346943080139758,0.0,0.0,0.0,34,5,212,True
30,30,11,299,2.9158773575307166,2.9553462232338514,7.2365951835497535,5.32022595737299,0.0,0.0,0.0,41,9,478,True
31,31,11,28,2.7867053081835413,2.991828066193123,7.732253073944397,5.148103385728552,0.0,0.0,0.0,39,5,218,False
32,32,11,245,3.4720131130605467,4.973999547888998,7.555297051368803,6.564689946538897,0.0,0.0,0.0,32,5,122,False
33,33,11,103,2.5005098924631053,3.077049973553829,6.2995205488315085,4.643963225665817,0.0,0.0,0.0,37,6,198,False
34,34,11,295,3.2229264836385623,4.140822344942623,8.671871806902107,6.006456420717696,0.0,0.0,0.0,37,4,132,False
35,35,11,175,3.0369135161764023,3.934710961509421,7.175298454772404,5.670962671475476,0.0,0.0,0.0,39,9,337,True
36,36,11,133,2.8584122059057115,3.6224254454912304,7.2939319171493695,5.046350221097878,0.0,0.0,0.0,37,7,323,True
37,37,11,382,3.190768530791982,4.745695652688772,7.846784205892532,5.768344948705201,0.0,0.0,0.0,39,6,667,True
38,38,11,0,3.501511946788165,5.143980717751231,9.539910643791641,6.722257291811372,0.0,0.0,0.0,41,8,659,True
39,39,11,253,3.4470713801514212,4.224138848081211,8.3437119397729,6.288967868189312,0.0,0.0,0.0,35,5,188,True
40,40,11,302,2.849132203530613,2.9588271035547917,8.437758670216404,5.4911593021710585,0.0,0.0,0.0,40,7,494,False
41,41,11,237,3.1658903705967685,4.558296216615707,7.7316268741534335,5.921572680872008,0.0,0.0,0.0,38,5,439,False
42,42,11,77,3.263507155797265,4.57767721974164,7.379310834535874,5.995951528396474,0.0,0.0,0.0,38,11,181,True
43,43,11,329,3.503972557236588,3.441368462335841,9.465314018653507,6.37810438444467,0.0,0.0,0.0,38,9,337,True
44,44,11,37,3.1926369225208995,4.221824615033756,7.2634643217344745,5.543271231113919,0.0,0.0,0.0,40,7,1091,True
45,45,11,326,2.749407730781762,3.7323397455030407,6.174098009184982,5.0119206610277995,0.0,0.0,0.0,34,8,84,False
46,46,11,250,2.987696612488652,4.072457204572567,7.0914141507360045,5.374643163331349,0.0,0.0,0.0,36,4,575,True
47,47,11,90,2.858133974552828,4.554056359721894,6.619914496625098,5.663500982029671,0.0,0.0,0.0,35,6,113,False
48,48,11,45,3.1151380741001966,4.065448333456836,8.109947258645386,5.621473161487977,0.0,0.0,0.0,39,10,721,True
49,49,11,275,3.4971695159067027,4.150318956098834,8.807621411834145,6.24510550918069,0.0,0.0,0.0,38,4,405,False
50,50,11,365,2.64508226014931,4.099542272929563,6.307398194872732,5.110313465518446,0.0,0.0,0.0,39,7,455,True
51,51,11,319,3.3770199351014654,4.330212917425508,7.558935065898981,5.860479844690508,0.0,0.0,0.0,38,7,205,True
52,52,11,222,3.793687768980587,4.698948011786898,9.407027568383748,6.6962522618022415,0.0,0.0,0.0,38,8,774,True
53,53,11,151,2.8448913085933443,3.823433922454687,7.45110350584275,5.158495730931244,0.0,0.0,0.0,40,9,407,True
54,54,11,216,2.673384818455887,3.5884076561199167,6.2983985840424825,4.950734976843809,0.0,0.0,0.0,35,5,207,True
55,55,11,127,3.657964059891744,5.433752147731648,9.45398011254243,6.864166733613432,0.0,0.0,0.0,37,7,306,True
56,56,11,205,3.439094821625741,4.601073046925225,8.35249306630203,6.265142671071504,0.0,0.0,0.0,39,8,392,True
57,57,11,440,3.3054704833323867,4.833551707141347,9.196057768609741,5.875449147387978,0.0,0.0,0.0,41,10,712,True
58,58,11,155,2.814739447304216,4.281189729879,8.261131555010747,5.66991344131023,0.0,0.0,0.0,34,5,87,False
59,59,11,98,3.3675937879730222,4.130233469936723,8.553817676250494,6.461598722458793,0.0,0.0,0.0,42,11,1237,True
60,60,11,288,2.767032530256995,3.5312803959552355,6.780060904836267,5.468727255831166,0.0,0.0,0.0,35,4,197,False
61,61,11,196,3.122630594292204,5.049692608079312,7.821477340078361,6.195909269181966,0.0,0.0,0.0,39,9,355,False
62,62,11,316,3.253828655269905,3.1853925204220896,8.13537907461162,6.130917175875517,0.0,0.0,0.0,38,6,352,False
63,63,11,76,3.230582724537816,2.950556117305084,8.730838994639086,5.777661946995662,0.0,0.0,0.0,39,8,486,True
64,64,11,321,3.0331938725133205,2.9583295001044654,8.263686938675741,5.680448613634522,0.0,0.0,0.0,37,7,331,True
65,65,11,55,3.1609525571483332,4.066187537085972,8.389122272288057,6.111599877085283,0.0,0.0,0.0,39,9,205,False
66,66,11,285,3.1558103978478904,5.4673681632480235,7.270287319908303,6.32863083076378,0.0,0.0,0.0,41,11,727,True
67,67,11,464,3.102568343253333,3.1707964764896857,7.020557195849097,5.519668921099547,0.0,0.0,0.0,38,8,136,True
68,68,11,11,2.8920835828416984,3.243479610112684,8.022668188039022,5.327426484501286,0.0,0.0,0.0,37,6,86,False
69,69,11,54,2.9465994198173986,4.576851538937316,6.195084537641063,5.456121186226072,0.0,0.0,0.0,37,10,627,True
70,70,11,106,3.264938696007324,4.911623836314077,9.009630899209428,6.1163450954009475,0.0,0.0,0.0,40,10,767,True
71,71,11,137,3.364619154974496,3.3724718426043125,8.111799515069594,5.973842068727728,0.0,0.0,0.0,39,5,476,True
72,72,11,18,2.8967921440702784,4.16100273857387,7.103582462447419,5.540514789130827,0.0,0.0,0.0,35,5,143,False
73,73,11,401,3.420457921953078,4.400453393787872,8.58240270161283,6.361401660955937,0.0,0.0,0.0,42,7,1764,True
74,74,11,256,2.9709037948589336,4.658909068577186,7.892707780797437,5.893823954114568,0.0,0.0,0.0,35,9,153,True
75,75,11,475,2.8059423737332208,3.5523307957670758,6.849277862927112,5.264792834089856,0.0,0.0,0.0,34,5,313,True
76,76,11,249,3.2850202187424435,4.016482203193208,9.217877772629404,6.216381572796784,0.0,0.0,0.0,39,11,323,True
77,77,11,206,3.855510497240964,5.519918425221428,9.285677181366552,7.0824481933809675,0.0,0.0,0.0,36,8,168,False
78,78,11,70,3.2739706909315847,3.8985778882082953,8.443177365311552,5.908282112259985,0.0,0.0,0.0,40,8,131,False
79,79,11,215,2.6813845066613164,3.4055194392961385,7.380021911402088,5.013127702933378,0.0,0.0,0.0,38,7,137,False
80,80,11,468,3.185126806691273,4.30241926686212,7.766667747565603,5.730592102100023,0.0,0.0,0.0,37,5,296,False
81,81,11,470,3.2991572642458373,5.306112241456055,8.392400118635356,6.339180616196691,0.0,0.0,0.0,40,7,589,True
82,82,11,179,2.9047432008895,4.228191597793464,7.263422421038531,5.507978129414657,0.0,0.0,0.0,43,7,1498,True
83,83,11,460,2.9268109616673703,3.92545281234289,6.327719373762761,5.102815587547182,0.0,0.0,0.0,39,8,475,True
84,84,11,318,3.058623159012261,3.8951298862760577,7.348821220016368,5.801254155772777,0.0,0.0,0.0,36,7,253,True
85,85,11,369,2.6433071969499697,4.134299688856636,6.697111509562357,5.238083524195474,0.0,0.0,0.0,37,10,329,True
86,86,11,420,3.1448277169962315,5.124757039003075,6.7255655535330625,5.944650634606832,0.0,0.0,0.0,39,10,325,False
87,87,11,118,2.8895025215449963,4.340220216627328,7.143291673351975,5.807490686966566,0.0,0.0,0.0,40,7,748,True
88,88,11,224,3.1726580309877472,4.301216245793257,7.0328217246142986,5.714268429711827,0.0,0.0,0.0,38,9,292,True
89,89,11,345,3.0085779069649687,4.557129392757575,7.881413423584401,6.237532478520869,0.0,0.0,0.0,39,8,192,False
90,90,11,221,2.4645676890080765,3.0986842670219636,5.645566817946535,4.585431425448356,0.0,0.0,0.0,34,4,138,False
91,91,11,44,2.616337414434009,3.5007347153524035,5.996567779273968,4.999591061844519,0.0,0.0,0.0,40,9,209,False
92,92,11,171,3.1596558926358664,4.444109467851908,8.559852404284621,5.868177822939158,0.0,0.0,0.0,37,6,273,True
93,93,11,388,3.18482674318758,3.670393168179913,7.9038166178617075,5.800871217609779,0.0,0.0,0.0,37,7,410,True
94,94,11,69,2.8004332328138557,4.020654919274413,7.696944034081423,5.085649509223094,0.0,0.0,0.0,37,8,408,True
95,95,11,255,2.9735318817302625,3.639395771262929,7.217922185767785,5.273840664098096,0.0,0.0,0.0,39,9,320,True
96,96,11,484,2.8108053763022847,3.173887590798529,8.200494881103896,5.454841391220588,0.0,0.0,0.0,37,5,128,True
97,97,11,473,2.8836998822284863,3.9057118979101624,7.770644496913838,5.49619291533545,0.0,0.0,0.0,39,4,438,False
98,98,11,116,2.6923403145746425,3.983540603172239,6.051541777724937,5.152080777399992,0.0,0.0,0.0,39,6,629,True
99,99,11,228,3.102276050610456,3.557617384999141,8.16704735496223,5.938840727084246,0.0,0.0,0.0,40,6,1090,True
100,100,11,72,2.874700206548748,3.0626078902443665,7.486626968022783,5.4781165062318555,0.0,0.0,0.0,35,7,149,True
101,101,11,439,3.429751728247196,4.1474303249684805,8.299046195443273,6.282862459783607,0.0,0.0,0.0,41,7,1273,True
102,102,11,150,2.5754786529002613,3.968232670632376,6.208366402119262,4.803636757301186,0.0,0.0,0.0,37,4,237,True
