,Unnamed: 0,nodes,id,avg_avg_fit,min_best_fit,max_best_fit,avg_best_fit,prop_fit_enough,avg_peak_sd,prop_together,num_edges,two_cycles,long_cycles,strongly_connected
0,0,9,395,4.98448021876357,5.838878573329419,12.183121625155716,9.34323243903232,0.1,0.14941166433921954,0.0,43,16,1421,True
1,1,9,369,4.649547511266628,6.560209236024736,12.222525121476176,8.515952618624121,0.1,0.33071891388307384,0.0,39,11,1064,True
2,2,9,80,4.335506607755026,6.8602066624412,9.100949846038825,8.178581419876853,0.0,0.0,0.0,42,11,959,True
3,3,9,166,4.533166415781911,5.315533358877178,11.415018825833616,8.76218905556713,0.0,0.0,0.0,40,13,1252,True
4,4,9,100,5.065674666781487,7.1047531603983245,13.883234214947159,9.782481842996171,0.2,0.4736055282151951,0.0,45,16,2613,True
5,5,9,218,4.601542010343392,4.86175758244901,12.409371240498032,8.61573750680987,0.1,0.04230657843097842,1.0,48,17,3113,True
6,6,9,487,4.630676999780792,6.112676321418077,12.144633288435145,9.105304097066162,0.2,0.2165319063962629,0.0,40,11,1148,True
7,7,9,417,4.1217176896676895,3.938935828435501,10.137109228247457,7.97955170054812,0.0,0.0,0.0,41,14,687,True
8,8,9,73,4.649945900404491,5.759770442739401,11.61485992074351,8.512317512725332,0.0,0.0,0.0,37,7,537,True
9,9,9,371,3.6719143695609846,3.99442918293873,10.528399799298343,7.036177220122482,0.0,0.0,0.0,41,10,565,False
10,10,9,409,4.727952396071012,6.972013511478647,12.275507594725928,8.948515203039225,0.2,0.36515232814918064,0.0,46,14,3065,True
11,11,9,48,5.0333930669179034,7.942983921053848,11.906416235011342,9.93055104029104,0.0,0.0,0.0,45,16,2622,True
12,12,9,296,3.5993953563994485,4.468560714124648,9.088631583226679,7.563606305115432,0.0,0.0,0.0,41,10,1832,True
13,13,9,426,4.660201342902845,6.47572156506443,12.278144225245356,8.70502415674043,0.2,0.14790654881257131,0.0,41,12,1036,True
14,14,9,25,3.989858441775155,6.640279136000757,12.119070501101136,8.100504635380556,0.1,0.3740547802032431,0.0,39,12,775,True
15,15,9,305,4.483022355741829,4.321461737878252,11.325854224571108,8.287799555524725,0.0,0.0,0.0,38,9,877,True
16,16,9,2,3.5786750135142635,4.68706760411117,8.160897938235001,6.726099180754608,0.0,0.0,0.0,38,11,404,True
17,17,9,339,4.5817243232712315,4.296905017785027,12.234685333138554,8.952022778026851,0.1,0.034770655680691286,1.0,39,13,769,True
18,18,9,244,4.373604124557224,5.566435017819995,12.117975275525987,9.123796266739397,0.1,0.09321337637355953,0.0,42,12,1645,True
19,19,9,199,4.2107541428951745,6.240343599154397,10.79071339026573,8.36615721958794,0.0,0.0,0.0,42,14,500,False
20,20,9,263,5.0304297597179195,6.615355712113219,10.687218316834004,8.357217405862281,0.0,0.0,0.0,43,13,1742,True
21,21,9,343,4.49240057844352,6.349055064096911,10.364526304021505,8.084983815292798,0.0,0.0,0.0,36,9,746,True
22,22,9,78,5.184648446163495,6.581626343349098,11.760473866240543,9.513050092364283,0.0,0.0,0.0,43,13,1164,True
23,23,9,375,3.763078107184044,5.6164111880640695,10.17694124869892,7.528419561976607,0.0,0.0,0.0,39,11,952,True
24,24,9,254,4.061581070805823,5.367858914246472,10.217675561835692,8.016885582167902,0.0,0.0,0.0,42,13,1534,True
25,25,9,348,4.643970310547244,6.058170860558755,11.60146961631404,8.607863615472809,0.0,0.0,0.0,40,11,1050,True
26,26,9,257,4.534235534790005,4.966381612676333,14.00309996087041,8.68576946871909,0.2,0.4086886506628751,0.0,41,11,1537,True
27,27,9,284,4.333636780381459,6.916931780659431,11.927084691403762,8.572638606370928,0.0,0.0,0.0,44,13,2383,True
28,28,9,346,4.4121865826395394,4.174676897943759,9.59949110112676,8.131699711765668,0.0,0.0,0.0,44,15,2460,True
29,29,9,243,3.856780241599669,4.474808959402097,8.466176547818657,7.044586748756615,0.0,0.0,0.0,41,11,803,True
30,30,9,273,4.375216358969697,6.922923662488892,10.223507900242703,8.455644373298773,0.0,0.0,0.0,41,11,1142,True
31,31,9,270,4.568731336369744,6.983566744063503,9.801557431746376,8.539021007173544,0.0,0.0,0.0,40,10,1555,True
32,32,9,188,4.261983929795288,5.9503001390569725,11.288837701779544,7.964354758559807,0.0,0.0,0.0,42,12,1315,True
33,33,9,314,4.2443064418405765,5.635945657207452,12.270527356809163,8.441223446121299,0.1,0.32606172369740344,0.0,41,14,1367,True
34,34,9,359,4.563320672770182,6.187457916566126,13.554582971042773,8.739777624092214,0.1,0.4299898629679505,0.0,38,9,700,True
35,35,9,470,4.314473347590236,6.060325019249346,9.63530483040451,7.865405015397303,0.0,0.0,0.0,36,9,567,True
36,36,9,92,4.851922120147945,7.2276414607000765,12.475756422389507,8.93175753067207,0.1,0.022172784514215955,0.0,38,9,1094,True
37,37,9,267,5.021620536801497,6.839766181306684,11.711203998964482,9.655651788118133,0.0,0.0,0.0,40,14,1060,True
38,38,9,385,5.063051881455858,6.740769762593199,10.73579606767742,8.704902432903657,0.0,0.0,0.0,39,12,740,True
39,39,9,388,4.301007115485496,5.940508413491945,11.420727866269493,8.25513115191862,0.0,0.0,0.0,44,14,1305,True
40,40,9,294,3.79447479969082,4.057043162163491,12.413602977685388,7.200271597544612,0.1,0.2918579189474457,0.0,39,7,420,True
41,41,9,203,4.100703109138617,3.953119325155917,11.268191514127713,7.957484560540452,0.0,0.0,0.0,39,12,852,True
42,42,9,460,4.575794130995457,6.412019860227232,10.049107773914269,8.10449886386277,0.0,0.0,0.0,41,10,721,True
43,43,9,61,4.30237139637617,5.823882886697709,9.748075163670595,8.300205250859044,0.0,0.0,0.0,38,11,727,True
44,44,9,106,4.330246902449615,6.800808133461901,11.389682425007706,8.290957150215299,0.0,0.0,0.0,38,9,600,True
45,45,9,318,3.9758532158054267,4.740571986817169,12.855696395155508,7.617942112066988,0.1,0.40541351554034705,0.0,40,13,1372,True
46,46,9,249,4.470019141210503,4.04467639477858,12.045674356040506,7.970702129561618,0.1,0.1983540971032717,0.0,41,11,1197,True
47,47,9,45,4.164608192240076,4.783902440526932,12.09590217915609,7.667487795894688,0.1,0.13367586853095387,0.0,44,14,1540,True
48,48,9,235,3.889484471929795,4.4321201397748515,9.077434645088534,7.4332999453681206,0.0,0.0,0.0,37,10,394,True
49,49,9,29,4.66336840070734,6.618859827357976,12.011625609766233,9.018999871245748,0.1,0.3279032172784991,0.0,38,12,746,True
50,50,9,483,4.765667089347579,7.7115005016592155,11.898769190478617,9.50067419920675,0.0,0.0,0.0,44,14,1699,True
51,51,9,250,3.78528011930034,4.649598955646841,12.185550531010325,7.566546768315147,0.1,0.3236714322930293,0.0,41,14,1044,True
52,52,9,484,4.440582669067316,6.4252100194078405,11.955562631588132,8.630589835867582,0.0,0.0,0.0,41,14,1171,True
53,53,9,190,4.533153158266937,5.040888544111887,11.48340891661049,8.261942925831985,0.0,0.0,0.0,39,8,508,True
54,54,9,172,4.973811035609506,5.384427596263262,13.169571181495495,9.032700048255576,0.2,0.19860498226630768,0.0,40,13,676,True
55,55,9,178,3.4496436067840603,5.465647526297925,11.039686636696386,7.4862985917166505,0.0,0.0,0.0,41,12,1027,True
56,56,9,454,4.43761884229889,5.89284982799192,11.033073905618684,8.93728022492375,0.0,0.0,0.0,38,10,905,True
57,57,9,289,4.735778967929708,5.804623501522827,10.849516038054027,8.33319092109181,0.0,0.0,0.0,39,11,976,True
58,58,9,163,4.746979004642698,5.734773057297187,11.201025505254066,8.924244489141227,0.0,0.0,0.0,42,13,895,True
59,59,9,259,4.6537230635106726,4.7915531675928635,9.789663455983636,7.807267980168421,0.0,0.0,0.0,36,8,298,True
60,60,9,256,3.762748066911834,4.699513243299331,8.844994905457911,7.493328971970541,0.0,0.0,0.0,37,8,495,True
61,61,9,90,3.9477998999537416,5.313932332925283,9.483901911283485,7.59446213891832,0.0,0.0,0.0,40,13,682,True
62,62,9,419,4.628469760094246,4.9088521173152735,11.159785923557903,8.480046280005215,0.0,0.0,0.0,42,12,553,True
63,63,9,157,4.645705275595963,5.304686853296731,10.947355486781557,8.914945714719444,0.0,0.0,0.0,41,10,840,True
64,64,9,364,4.193966159759984,4.467930836333671,12.258430705552572,8.056518814548358,0.1,0.09262248921747372,0.0,41,10,1563,True
65,65,9,276,4.762513235804128,6.637665792784025,13.780927089807902,8.859542027600016,0.1,0.4169808951067033,0.0,41,11,1820,True
66,66,9,159,4.7128899712750645,6.917440177857678,10.83384889155657,8.965131030235101,0.0,0.0,0.0,43,13,2212,True
67,67,9,51,4.513184190473249,5.81252446273063,11.163201249830045,8.33255365536996,0.0,0.0,0.0,36,11,638,True
68,68,9,216,3.7944200769920133,5.1475657857217465,11.906381711465151,7.532734428820501,0.0,0.0,0.0,40,13,706,True
69,69,9,383,3.7528365104735193,5.628991171167399,10.225713728613671,7.587165093408812,0.0,0.0,0.0,39,12,668,True
70,70,9,37,4.656560549748965,7.316143922076407,10.466040927636453,8.77934139223516,0.0,0.0,0.0,40,11,842,True
71,71,9,405,4.642879938865632,5.279165255746745,14.022773699710267,9.122603558331939,0.1,0.0874364084079444,0.0,41,16,1273,True
72,72,9,206,4.328299040286132,5.990736950334628,10.532293339916231,8.286400543332949,0.0,0.0,0.0,43,13,2535,True
73,73,9,372,4.692670660835637,6.199673633282259,11.46916518812141,8.642563008844267,0.0,0.0,0.0,43,15,2062,True
74,74,9,81,3.77986672663593,5.768122264758196,10.401429944506598,7.52140994607244,0.0,0.0,0.0,37,9,877,True
75,75,9,435,3.5449037611183294,3.6879701257009083,8.43544323097012,6.694635489571503,0.0,0.0,0.0,40,11,1372,True
76,76,9,79,4.310482318179922,5.1212857603744535,10.59207301184632,8.186411381442818,0.0,0.0,0.0,40,11,1256,True
77,77,9,362,4.815658910838222,6.586302985469787,11.709382903940895,9.187285819636164,0.0,0.0,0.0,42,13,1304,True
78,78,9,374,4.317140104127152,5.237884303172453,10.463370762745775,8.022703746299127,0.0,0.0,0.0,38,8,517,True
79,79,9,391,5.049818518029462,5.1719419785816285,12.480958857132912,9.350314601279203,0.4,0.17674533450340862,0.0,42,14,1027,True
80,80,9,377,4.265350760968435,5.367363552978087,9.782447261150123,8.050141120707996,0.0,0.0,0.0,41,13,1293,True
81,81,9,290,4.375013941317341,5.0455087428841585,9.93107330344242,7.716199947894344,0.0,0.0,0.0,39,9,1085,True
82,82,9,54,4.584608913300525,5.951661125477803,14.170705904835222,8.481884547485128,0.1,0.2647159184284521,0.0,43,14,993,True
83,83,9,228,4.557488279578439,5.431301217171959,11.976586610001734,8.592783644937013,0.0,0.0,0.0,46,15,3293,True
84,84,9,191,4.69581289791099,6.526864722249334,9.747083295101508,8.026553496824327,0.0,0.0,0.0,40,11,1049,True
85,85,9,119,3.93159367408172,6.39337071415506,10.686770064611984,8.324512870816534,0.0,0.0,0.0,40,11,1472,True
86,86,9,382,3.879564448746424,5.204545778673048,10.594514886432902,7.41032082723625,0.0,0.0,0.0,38,9,850,True
87,87,9,283,3.7818480256913687,4.284910562817555,9.861249155361877,7.31875247698096,0.0,0.0,0.0,39,7,793,True
88,88,9,384,4.207183338137709,5.527541380816744,12.001626557075042,8.101151472846269,0.1,0.3995040197288488,0.0,37,8,715,True
89,89,9,442,4.84963058598898,6.0880462985210135,14.137608087310385,9.117774166568307,0.1,0.0,0.0,41,10,833,True
90,90,9,491,4.404223473392532,6.325041596903866,9.838544079975923,8.13040426274496,0.0,0.0,0.0,39,12,933,True
91,91,9,238,4.6874857021293135,5.726045631850022,13.442949987670335,9.143408745492547,0.1,0.09990759986319396,0.0,46,14,3075,True
92,92,9,194,4.448119495881608,5.775981808467865,10.261913475055751,8.17459493372876,0.0,0.0,0.0,42,11,1868,True
93,93,9,98,4.045214754149005,4.656771550622814,9.806093286322731,7.443905237190161,0.0,0.0,0.0,34,7,311,True
94,94,9,418,4.387014508372765,6.860135382478551,11.672983579318988,8.037085345358518,0.0,0.0,0.0,40,10,1016,True
95,95,9,237,4.22961780691311,4.474000153043036,10.334042281153232,7.574721839307082,0.0,0.0,0.0,40,10,1504,True
96,96,9,110,4.585976429584906,4.668112395401925,11.741980263071651,8.677797581612998,0.0,0.0,0.0,42,13,1442,True
97,97,9,205,4.827345917728046,6.09571602172146,11.311781723333988,8.812505867454082,0.0,0.0,0.0,38,12,633,True
98,98,9,456,4.739233683809138,6.034915191286024,12.623434699818304,8.436655560960522,0.1,0.10076491497719033,0.0,43,11,2468,True
