,nodes,id,avg_avg_fit,min_best_fit,max_best_fit,avg_best_fit,prop_fit_enough,avg_peak_sd,prop_together
0,14,118,1.7258089525397786,2.5088633258326567,3.9571516090252317,3.2801822245413335,0.0,0.0,0.0
1,14,38,2.698352321429104,3.085650111093687,6.332882256464861,4.909648554181795,0.0,0.0,0.0
2,14,228,1.7582760463262812,2.6137464735044245,4.260583714602668,3.3141421512630913,0.0,0.0,0.0
3,14,190,1.8480224052117076,2.1076599802331066,4.9258731591182965,3.3185365201637125,0.0,0.0,0.0
4,14,288,2.055610110317745,2.7690404550784713,6.739207086808725,4.1235912599007225,0.0,0.0,0.0
5,14,338,2.3218388477992575,2.888610193017327,5.5361007566829885,4.29244471377544,0.0,0.0,0.0
6,14,355,2.0527279569704637,2.322979786383485,4.939903194632109,3.6066535427240547,0.0,0.0,0.0
7,14,393,2.134092712386269,2.4250085583614367,5.380621750737677,3.98968530450259,0.0,0.0,0.0
8,14,378,2.8202730201312827,3.4933567230987914,6.847986252840467,5.128986667496659,0.0,0.0,0.0
9,14,488,2.5363802756857865,3.199926242547615,5.609754057371467,4.604505999608956,0.0,0.0,0.0
10,14,138,2.5019915015037615,3.1988971608059305,6.070825216536676,4.5648302195333486,0.0,0.0,0.0
11,14,483,2.6660251567083515,3.966015884336954,6.791561149942629,5.194434819572207,0.0,0.0,0.0
12,14,467,2.150794337064488,2.270704610092835,4.912661440911678,3.7409567144152605,0.0,0.0,0.0
13,14,91,2.332408046841679,2.8152678839893626,5.0732829086086575,4.266999841846274,0.0,0.0,0.0
14,14,184,2.764013779830834,4.17781627930299,6.306623177207918,5.254317651102232,0.0,0.0,0.0
15,14,494,2.454705723182779,3.456312652491025,5.537684695518615,4.5773123908190385,0.0,0.0,0.0
16,14,482,2.046091986399184,2.3746121990765303,4.616295252841228,3.604784281220811,0.0,0.0,0.0
17,14,389,2.274976419804802,2.9771448717210673,4.899276750082818,4.04517935082742,0.0,0.0,0.0
18,14,462,2.228937502308269,3.4592205852389077,5.424447423521486,4.487624990641889,0.0,0.0,0.0
19,14,103,2.7688972103941234,3.198940543652992,6.658300837585693,4.76921326389184,0.0,0.0,0.0
20,14,65,2.466490214960826,2.563358135674444,7.472345192210302,4.372940417296674,0.0,0.0,0.0
21,14,423,2.7385338436958917,2.4750607735628036,6.39403498602936,4.863848655444429,0.0,0.0,0.0
22,14,387,2.0542267321767866,3.000328981040897,6.02125153429768,3.7769170271947923,0.0,0.0,0.0
23,14,478,2.0200763573495424,2.431934535184922,5.007472030775825,3.7053251777533602,0.0,0.0,0.0
24,14,234,2.3895241474933573,3.3019742564561674,5.7126671252799905,4.448905593409832,0.0,0.0,0.0
25,14,79,2.1727872547237888,3.1225725465373633,5.266255622145989,4.130175014492908,0.0,0.0,0.0
26,14,314,2.262076097176201,2.9940625652144846,5.07555345647547,4.109653530418792,0.0,0.0,0.0
27,14,205,1.968867418862176,2.5784334974142262,4.808558092435207,3.329732481260939,0.0,0.0,0.0
28,14,390,2.074868689720683,2.4709988176565623,4.659533335945987,3.4578287447354525,0.0,0.0,0.0
29,14,198,2.6905623949411135,3.84062599487356,6.551490303894316,5.177619466981375,0.0,0.0,0.0
30,14,41,2.491506231578167,3.797365240405178,6.080611157726755,4.875585126671072,0.0,0.0,0.0
31,14,17,2.4691165400402757,3.20321504330197,5.4802101599294115,4.5226854304658195,0.0,0.0,0.0
