,nodes,id,avg_avg_fit,min_best_fit,max_best_fit,avg_best_fit,prop_fit_enough,avg_peak_sd,prop_together
0,4,72,5.916119995193928,8.24834124882109,11.077185519146214,9.540077346264797,0.0,0.0,0.0
1,4,52,4.083874739635183,2.484420163468321,11.300864899486246,7.050933190296644,0.0,0.0,0.0
2,4,28,2.8351316446252772,2.31372386779316,6.612583798098251,4.515487926435947,0.0,0.0,0.0
3,4,37,1.657633059207161,1.7846475102781727,2.8408215375117853,2.3955825879875636,0.0,0.0,0.0
4,4,195,7.634999152443818,10.220771798090977,15.13167419359728,12.539191962941146,0.6,0.4444633519939831,0.0
5,4,182,8.217524006691285,6.9706942267512275,15.585478237644457,13.229780361953592,0.7,0.44464027921931776,0.0
6,4,93,6.332385994501275,7.348846268254117,12.770942183762703,10.536726105881028,0.3,0.3544577776735115,0.0
7,4,188,8.23434858353155,9.134430054596711,18.13739509390404,12.855940585174684,0.5,0.24795642857250827,0.0
8,4,23,1.7192754341434662,1.8390727560817228,3.300601389664385,2.7432389251304374,0.0,0.0,0.0
9,4,8,5.189686184046971,8.03404596636142,9.840157068374449,8.945054713039077,0.0,0.0,0.0
10,4,5,1.4654873662125056,1.813385295504646,2.7766615793961296,2.3450000501525468,0.0,0.0,0.0
11,4,53,3.3108628411421726,2.3387224733607397,7.891658539774144,5.824559411669852,0.0,0.0,0.0
12,4,178,7.954145133179102,9.627724264967288,18.945520515205175,12.305683149925978,0.6,0.3627124250644581,0.0
13,4,85,5.549633065787844,6.445121203615327,11.627808320436216,9.568758318994202,0.0,0.0,0.0
14,4,12,3.8917845490738747,2.9274683800244756,8.268017734883717,6.6100127148704555,0.0,0.0,0.0
15,4,47,5.086840414925023,7.149211364439966,9.921109198631232,8.344240726151543,0.0,0.0,0.0
16,4,32,5.934855533369502,5.977107198388301,11.528899703644164,9.47756328712841,0.0,0.0,0.0
17,4,156,7.412383883347877,9.021510550946712,14.596260521219307,12.430996223491556,0.6,0.2954879861911897,1.0
18,4,60,2.7368722785678083,2.2973601443362135,6.769397679829515,5.042619306189286,0.0,0.0,0.0
19,4,132,5.91662756035192,6.403803307935673,13.694451173969469,10.358446661801553,0.4,0.46719013304612533,0.0
20,4,148,5.651846607811658,4.584076767646502,13.3149526438984,9.432490521425386,0.1,0.04850946691506908,1.0
21,4,164,8.519977963609836,9.782703802180958,17.365616263621888,12.747027062018812,0.5,0.3703226589930035,1.0
22,4,1,1.5726171203173551,1.964567923459724,2.831098381848689,2.3150611147766864,0.0,0.0,0.0
23,4,113,2.680161093800458,2.6503316179981975,6.609268916175031,5.2761339733916355,0.0,0.0,0.0
24,4,162,7.6578221005890255,9.066266103311794,17.165361949392416,13.315915690996414,0.7,0.2789250362764937,0.0
25,4,71,5.458387013909873,2.6998021364886142,12.422609398252773,9.538179064004243,0.2,0.24579654240572432,0.0
26,4,46,5.8995618015586375,2.652501152525611,12.03164389408737,8.934684051684778,0.1,0.17911178016572046,0.0
27,4,142,5.250639327151722,2.9274200654919134,11.87596161674827,8.816420306982073,0.0,0.0,0.0
28,4,63,2.8983158649679575,1.9867575251476222,6.230397255673443,4.84561662068346,0.0,0.0,0.0
29,4,10,5.006306717540653,6.630475232686662,10.53173816856943,8.342015283108738,0.0,0.0,0.0
30,4,58,1.8403005797448422,1.9767956840256578,3.5145580882883274,2.8587159183392092,0.0,0.0,0.0
31,4,147,5.395667070196518,7.374774493100726,12.379839741232578,9.662361229235875,0.1,0.19955506062794356,0.0
32,4,16,1.7906547990840136,2.162617015707255,3.324381867865978,2.7584881089226183,0.0,0.0,0.0
33,4,6,1.4118628862969669,1.7650195997565106,2.381250188501128,2.0804771522789087,0.0,0.0,0.0
34,4,100,5.03268646502867,2.378508341512351,13.201851775427855,8.91857908879674,0.1,0.10780492023301294,0.0
35,4,106,4.6351276625099,4.202035580864841,9.799057980506545,7.744549459667242,0.0,0.0,0.0
36,4,95,5.011477479517693,5.415805004734272,14.901476798307986,8.84793710823954,0.1,0.33382331840681306,0.0
37,4,115,5.484545146504885,2.1645992118853092,11.506032708158878,9.016471507072467,0.0,0.0,0.0
38,4,68,6.8324287653829385,7.673107463798483,14.83561744532038,11.11471001435189,0.4,0.4116260598326236,0.0
39,4,41,5.755146293716672,6.558557457822209,12.322963038683293,10.009595362666841,0.2,0.1304225607850402,0.0
40,4,138,6.4084234020989825,7.2760288096907315,14.330793730732074,10.732613250586805,0.3,1.4430388774289298,0.0
41,4,163,7.939076809693236,9.982090193284389,16.94908443191143,13.314560849679646,0.6,0.3984312288265969,0.0
42,4,145,6.430694944578789,7.809176153769061,13.998108005811265,10.951800203106579,0.3,0.46401403320010814,1.0
43,4,127,4.813754034868678,2.6925915835686314,11.124658022346194,8.519494840461027,0.0,0.0,0.0
44,4,131,6.398951657128938,6.12693188276428,12.628013292387205,9.967565484889652,0.1,0.129498743710662,0.0
45,4,15,1.7385466094416149,1.8409222712508142,2.9832141111417387,2.4984590991803612,0.0,0.0,0.0
46,4,26,2.472180165653964,2.087622435522994,6.092971584882905,4.492882803558663,0.0,0.0,0.0
47,4,7,1.3682585986852684,1.768770145958447,2.3177504558986324,2.026883220966601,0.0,0.0,0.0
48,4,87,5.837597337993168,4.3235132645214716,12.166055645763212,9.642213082811349,0.1,0.14546507264420755,0.0
49,4,109,4.917671317936773,6.924522954095545,10.24771394784526,8.745695759088152,0.0,0.0,0.0
50,4,31,5.506432333292105,7.968260858105767,12.132986109598754,9.945321730587834,0.1,0.19445486749987115,0.0
51,4,170,6.199355821646415,6.2836655609943,13.985185328352557,10.247762360324698,0.3,0.3753878618594012,0.0
52,4,2,1.7868702459960004,1.9291157361264653,2.973322239233757,2.624873453729502,0.0,0.0,0.0
53,4,62,3.09901069389834,2.6293102405044797,8.01307485834689,5.336586628520626,0.0,0.0,0.0
54,4,107,4.963780664591889,5.413812130735328,10.80169565182749,8.139773547217374,0.0,0.0,0.0
55,4,97,6.694293134492914,7.793545264882295,12.37725558564266,10.379900995201497,0.1,0.10198039027185571,0.0
56,4,76,5.41679020513582,2.462462233673766,13.169532365467054,9.110877798378485,0.2,0.33606927685461707,0.0
57,4,139,5.987333691865042,5.904935962964749,15.145590785057243,10.458029349373685,0.2,0.2210054917197127,0.0
58,4,48,4.406066160385643,6.196885951259178,9.754232243197528,7.627569912926018,0.0,0.0,0.0
59,4,181,7.375101711281788,11.059649773621839,15.082720263061034,12.752496084104262,0.6,0.4436734926899234,0.0
60,4,91,3.7583942409230375,2.6448128217828772,9.647429394089508,6.924124671943744,0.0,0.0,0.0
61,4,4,1.699554982015691,1.9742614026261425,3.2803607006356423,2.6501064001524766,0.0,0.0,0.0
62,4,51,3.8256504916604923,2.7278355219649177,10.70143438946767,6.800757684886875,0.0,0.0,0.0
63,4,29,3.226223662556552,3.325629289372658,7.697394516029091,5.668379960403003,0.0,0.0,0.0
64,4,172,4.8147213342106685,4.640883394797525,10.618234455561788,8.120460587824883,0.0,0.0,0.0
65,4,192,7.810562880865476,8.482064497463025,16.011719257315224,12.501425764591422,0.6,0.35287414132059947,1.0
66,4,152,7.883615822349365,10.60784985357317,18.319542827951885,13.581104687380494,0.8,0.4209580568167196,1.0
67,4,129,5.177781249364383,2.459664113158913,11.037089850735418,8.584050799588402,0.0,0.0,0.0
68,4,39,3.836177024141546,2.4196308744576536,8.562249357001177,6.453667378584269,0.0,0.0,0.0
69,4,159,7.519694083629682,9.941365157293863,16.464648448785315,12.730263595974264,0.7,0.4438002647711673,1.0
70,4,180,8.303101490431962,11.014141666897478,17.402776742666127,14.406800307495354,0.9,1.1418449740447651,1.0
71,4,183,8.29235317443283,8.486175589790696,16.052772172026163,12.961187249365931,0.8,0.37880992680982456,1.0
72,4,118,7.586652176679519,11.292198310167985,13.760496332670115,12.780460232711661,0.8,0.3901235757772646,0.0
73,4,193,8.331979761843357,12.087468419625065,16.576128338236273,14.091685474755678,1.0,0.40762078214857256,1.0
74,4,20,1.6656329536048875,1.7974883279420193,2.7687791133047073,2.390390250887228,0.0,0.0,0.0
75,4,184,7.649709596057195,10.673170881027893,16.00620528123348,12.793088655161197,0.6,0.36794735248551647,0.0
76,4,44,5.469602104425997,6.714459737220196,12.643499899525654,9.434832003769717,0.1,0.26114378050023557,0.0
77,4,40,4.878436157226163,7.088992614176438,9.096214403561365,8.135733967849905,0.0,0.0,0.0
78,4,136,2.5569402982632337,2.8810819220734403,6.826968497611061,4.724461223501457,0.0,0.0,0.0
79,4,79,5.211420469267237,6.550968283604068,11.438552890605553,8.663888658887823,0.0,0.0,0.0
80,4,90,3.5200632009890365,2.2364278700962705,8.494059376532409,6.119861355079225,0.0,0.0,0.0
81,4,94,5.380028711171477,5.290181736554904,13.655772095130441,9.542361344662801,0.3,0.2893108973177171,1.0
82,4,112,4.26299710977631,3.0286713624052184,9.710359391790274,7.268945194285761,0.0,0.0,0.0
83,4,150,7.41255231077348,8.408540440170057,13.874581396808646,12.097948161146512,0.7,0.40587188255119255,1.0
84,4,77,5.929502876320999,5.386153090599134,12.364790722514499,10.02760076569066,0.3,0.46386301508782807,1.0
85,4,99,4.832816223512726,2.4875314204298014,12.206353682263751,8.456894370621637,0.1,0.16523027542071778,0.0
86,4,55,3.4649124429649065,1.9177498508985997,9.401876253872397,6.377604929328577,0.0,0.0,0.0
87,4,166,5.605904757087087,5.812184024352411,14.830739692178454,10.325475105404909,0.3,0.47728662685020096,0.0
88,4,179,7.512736002500984,10.775385677454954,17.076911103804413,13.281267187522047,0.5,0.2842950867218924,1.0
89,4,174,6.001552169751416,4.394768704175906,14.479668356980955,9.85025764814839,0.3,0.34585832666282945,0.0
90,4,190,8.468611110612752,6.7697679084323825,17.958464518749196,13.60899780984389,0.9,0.3996769421359891,1.0
91,4,56,1.7634265364151787,2.298642400344391,3.4154299779778063,2.8490782970148922,0.0,0.0,0.0
92,4,74,6.980456311028201,9.257134712921792,14.822283298097451,11.809576193066096,0.5,0.2958830971626131,0.0
93,4,9,1.660592430257792,1.977932882029414,2.9211197955247803,2.3620683370264817,0.0,0.0,0.0
94,4,144,6.266405907050553,6.683654799402573,13.14579842729845,10.327784155212566,0.1,0.0873053390247253,0.0
95,4,43,4.91212387569484,4.97610688420609,11.07899374043896,8.346860350667962,0.0,0.0,0.0
