,nodes,id,avg_avg_fit,min_best_fit,max_best_fit,avg_best_fit,prop_fit_enough,avg_peak_sd,prop_together
0,15,425,2.782007830941228,3.6356211434670294,6.464978503947658,4.851899209141378,0.0,0.0,0.0
1,15,149,2.8158489326159017,3.9769546193855656,7.162227898178314,5.459795341007755,0.0,0.0,0.0
2,15,90,2.3886402713637795,3.396763255742269,5.57526862410146,4.470213569603454,0.0,0.0,0.0
3,15,296,2.512864902558843,4.398983432226749,5.913352667869251,4.9548174490213155,0.0,0.0,0.0
4,15,386,2.6019088304641174,3.7230346317922463,6.770935053972526,4.957438364007234,0.0,0.0,0.0
5,15,306,2.633702495219009,3.085270056892316,6.357891069625864,4.7292425927028905,0.0,0.0,0.0
6,15,228,2.3948790179789468,3.3239720613533903,5.796573048557679,4.422589821404077,0.0,0.0,0.0
7,15,289,2.6072853702405867,3.8253086836076924,5.759320618781774,4.679372590273437,0.0,0.0,0.0
8,15,382,2.388499414381499,3.137334410136686,6.069912663113803,4.388356222215253,0.0,0.0,0.0
9,15,238,2.5563669063688073,3.1170358603614363,7.140087000138049,4.3380292151946565,0.0,0.0,0.0
10,15,484,2.4522615663214116,3.547958394125034,6.408301619951422,4.497626451147608,0.0,0.0,0.0
11,15,65,2.562931827435432,3.97420938073858,6.448329377281461,4.657936385211012,0.0,0.0,0.0
12,15,119,2.257047191527324,2.8991928508757736,5.284462954632762,4.105899079899216,0.0,0.0,0.0
13,15,29,2.1363978979737266,2.5682146201435465,5.163689688713013,3.8919801335612028,0.0,0.0,0.0
14,15,240,2.787558845026845,4.4056508402558245,6.654069199319422,5.188131321563276,0.0,0.0,0.0
15,15,55,2.487657538437092,2.894515614916812,6.810472885931738,4.496539311664394,0.0,0.0,0.0
16,15,300,2.7137477143935396,3.2076664921371805,6.114328621062371,4.7298151318781425,0.0,0.0,0.0
17,15,472,2.207028488964197,3.399933443498423,5.88338583050957,4.255808087204999,0.0,0.0,0.0
