,nodes,id,avg_avg_fit,min_best_fit,max_best_fit,avg_best_fit,prop_fit_enough,avg_peak_sd,prop_together
0,10,122,2.7303360104305296,2.6449689607729066,7.904958135424083,4.612938771441851,0.0,0.0,0.0
1,10,173,2.4509877042502164,3.0498862380416067,8.388772357218222,4.670171013586049,0.0,0.0,0.0
2,10,400,2.835752349884966,3.787298489856886,7.528165746040128,4.9548364844826125,0.0,0.0,0.0
3,10,139,2.825115663104273,4.075302432085813,6.305866223842686,5.0437267890195,0.0,0.0,0.0
4,10,54,2.259881201210091,2.7092707348863727,5.186170585756837,4.144155542476775,0.0,0.0,0.0
5,10,372,2.5981914381761513,2.011405898536783,6.534965405989324,4.5012880743284915,0.0,0.0,0.0
6,10,67,3.1644578368363474,3.272832959751355,8.034980643876537,5.597915291913711,0.0,0.0,0.0
7,10,482,2.5022337297462767,2.7343772408930986,6.660035225855314,4.586165375541897,0.0,0.0,0.0
8,10,185,3.5313505095800175,5.210322508565342,7.425190322130905,6.34669076619877,0.0,0.0,0.0
9,10,75,2.6268447207782044,2.7946773296368432,7.53377265425246,4.965198466966082,0.0,0.0,0.0
10,10,404,2.450368206986985,2.9097589882985555,5.767822916012842,4.4067888120631675,0.0,0.0,0.0
11,10,146,2.6621400713591443,3.1447062129503247,6.529514827455183,5.072158819320018,0.0,0.0,0.0
12,10,222,2.023185177422909,2.4727566441810054,5.336942499321428,3.4083069703584976,0.0,0.0,0.0
13,10,274,2.1895332429811374,2.690000330106173,5.287583038359196,3.9726608300787767,0.0,0.0,0.0
14,10,258,2.6456079672166903,2.961186343090454,6.081999581227587,4.619280278352604,0.0,0.0,0.0
15,10,467,3.154412423443984,3.4095304984840498,8.472272430687267,5.777524102041771,0.0,0.0,0.0
16,10,411,2.834827964985956,3.735311395214598,6.323690332688489,5.005981448609549,0.0,0.0,0.0
17,10,155,2.2954545895516376,2.5359264665106935,6.128410790916868,4.248073623152722,0.0,0.0,0.0
18,10,187,2.777129086910988,2.2724333664894663,6.725747175432806,4.583649092104572,0.0,0.0,0.0
19,10,413,2.4303171472424454,2.5581469048402266,7.130528580410512,4.2453139852484,0.0,0.0,0.0
20,10,412,3.4771973326317296,3.809261354019666,7.881284917494805,6.445853158690386,0.0,0.0,0.0
21,10,36,2.593859355665628,3.3318566766836084,6.714087427576302,4.783991880077587,0.0,0.0,0.0
22,10,349,1.7600247794017647,2.0705322714392294,4.591341063771367,3.32635009469431,0.0,0.0,0.0
23,10,91,2.8894243875802514,4.058905068209424,8.92574655784946,5.490775675417578,0.0,0.0,0.0
24,10,221,2.458762988455207,2.8631114673708526,6.066854578707535,3.9911879980877125,0.0,0.0,0.0
25,10,99,1.8793124564109565,2.355830896085738,4.24725758245362,3.0376020791785394,0.0,0.0,0.0
26,10,385,2.3811327144409136,2.2555390211013004,6.313421488576565,4.341996480853409,0.0,0.0,0.0
27,10,74,2.385765950220737,3.6009130604819743,6.11160848580138,4.677186377188568,0.0,0.0,0.0
28,10,191,2.4790446935992647,3.5524365268230906,6.425770133640397,4.529706542130292,0.0,0.0,0.0
29,10,216,2.389908658419148,3.228509040071245,5.514182464688589,4.046584387199323,0.0,0.0,0.0
